FIRST_NAME;LAST_NAME
Kjersti Leonel;Sandmo
Anny Isaac;Ngo
Esther Patrick;Horpestad
Andrine Emir;Heier
Amna Eilif;Aadland
Marwa Oskar;Ulstein
Lene Emmanuel;Fevang
Amal Lucas;Wessel
Oline Ola;Skauge
Bella Agnar;Saleh
Tea Teo;Bjørk
Leja Ruben;Sævik
Ailin Mats;Størseth
Othilie Arham;Nystuen
Kaja Torgeir;Hestad
Gabriella Matias;Gustafsson
Klara Edvald;Fure
Tuva Sølve;Røen
Sofia Musab;Rashid
Mathea Sondre;Osen
Hafsa Dominik;Nordstrøm
Julie Vetle;Steinnes
Elina Kacper;Hasan
Lycke Dominykas;Fylling
Rakel Emil;Furu
Adine Petter;Aske
Adele Ådne;Alm
Alisa Adrian;Stenhaug
Isabelle Samuel;Godø
Siren Fredrik;Zhang
Erica Rafael;Korsnes
Amelie Nickolai;Sletvold
Asta Steffen;Rosvold
Eirill Maksymilian;Gerhardsen
Adina Michael;Apeland
Ane Abdullah;Willumsen
Yasmin Yusuf;Tengesdal
Miriam Jesper;Nord
Kristine Mateusz;Haavik
Anita Torstein;Bremnes
Anea Milian;Hårstad
Zoe Emin;Edland
Karina Marco;Bernhardsen
Rebecca Ian;Westgård
Hilde Franciszek;Langås
Katarina Thor;Fjeldberg
Josefine Ferdinand;Vaage
Bushra Igor;Stiansen
Leona Alvin;Kjeldsen
Alette Lauritz;Berthelsen
Emmi Dani;Holgersen
Alvilde Snorre;Røste
Stina Joseph;Mjøs
Kira Stein;Lavik
Elise Jens;Fotland
Norah Brede;Finne
Liana Emanuel;Tiller
Thelma Jayden;Hafstad
Benedikte Bruno;Nordengen
Mary Remi;Nervik
Cecilie Frederik;Østbye
Freya Hauk;Nowak
Annabell Edvin;Jæger
Nina Ludvik;Hadland
Edel Christoffer;Elvestad
Ragnhild Marius;Karoliussen
Laura Jeppe;Grytten
Sigrid Helmer;Frogner
Gabija Tim;Chen
Dominika Aram;Rindal
Josephine Christer;Rasch
Emilija Jakub;Mustafa
Hedda Kian;Løvold
Zainab Rayan;Valderhaug
Hanan Harald;Sommer
Ingebjørg Chrisander;Rosenlund
Mie Hamza;Phan
Agnes Sjur;Grinde
Celine Noa;Østvold
Clara Magnus;Wilson
Emilie Arijus;Sandven
Malene Varg;Horgen
Sara Muhammed;Kvale
Thale Maciej;Botten
Marina Erik;Nesje
Åsta Joel;Aalberg
Emelie Markus;Østbø
Eivor William;Stensen
Alexandra Aryan;Stamnes
Anne Phillip;Solsvik
Hana Tarik;Sharif
Nora Wiktor;Aspelund
Laiba Kim;Schjelderup
Sophie Nathan;Rian
Tilje Amir;Høyvik
Fride Per;Emilsen
Elvine Aiden;Flåten
Mariel Ibrahim;Dørum
Augusta Edvard;Vikse
Elsa Benas;Sørdal
Tara August;Holmgren
Nova Lavrans;Friestad
Ylva Kristupas;Dybdahl
Thilde Sigmund;Sundberg
Nikola Imre;Waaler
Celia Elias;Opstad
Nikoline Are;Grødem
Lilli Stefan;Aardal
Saga Matheo;Torkelsen
Kayla Denis;Malmin
Cecilia Jack;Langerud
Vida Ayaan;Hagerup
Christine Amin;Friis
Tone Ridwan;Bjørnerud
Sophia Carsten;Eiken
Salma Matheus;Bergland
Filippa Gard;Bach
Nicoline Trym;Arvesen
Tilla Isa;Røren
Vår Konrad;Revheim
Aida Luca;Fornes
Linda Bastian;Neset
Mathilde Simon;Krohn
Vera Vebjørn;Aasbø
Charlotte Oliwier;Bryn
Emely Nils;Landsverk
Moa Evan;Kirkeby
Angela Nicholas;Høiby
Martyna Filip;Husøy
Luka Walter;Aasgaard
Samantha Edward;Svenning
Annabelle Ahmed;Lindahl
Anja Torje;Teige
Selin Ayub;Krasniqi
Lilja Julius;Frafjord
Veronica Syver;Djupvik
Liliana Carl;Westbye
Ingelin Storm;Nærland
Teja Nataniel;Bjørvik
Mariam Trond;Aanensen
Henrikke Millian;Østerhus
Rania Jøran;Heggdal
Ebba Kai;Shah
Annabel Lukas;Sandstad
Rebekka Alfred;Reime
Ema Anders;Kaland
Marita Hans;Hellem
Halima Terje;Haile
Helen Dexter;Erga
Lillian Ali;Landa
Pia Tymon;Horne
Katinka James;Opedal
Pauline Nikolas;Nordhus
Samira Heine;Lied
Ina Luka;Kolnes
Embla Finn;Hammerstad
Safa Vegard;Nergaard
Helle Philip;Mundal
Najma Simen;Langnes
Laila Ben;Haglund
Otilie Gaute;Falck
Aylin Viggo;Bratberg
Tilia Jonah;Westad
Andrea Jakob;Skarstein
Alina Johnny;Klungland
Vanessa Ivo;Haukland
Livia Karl;Finsrud
Åshild Colin;Aziz
Ellen Mads;Sommerseth
Silje Loke;Eikenes
Elisabeth Kamil;Bakka
Alise Robin;Telle
Felicia Einar;Frostad
Nawal Vincent;Bjørnestad
Arya Balder;Vartdal
Lina Nikodem;Trøen
Ulrikke Mattias;Holmsen
Randi Ismail;Hognestad
Louisa Vilhelm;Eskeland
Rose Aune;Rong
Liva Danial;Kalland
Malin Noel;Haram
Gabrielle Maxim;Dalland
Oliwia Mathias;By
Isabel Ivar;Tveito
Alicja Nico;Røkke
Viktoria Halvor;Hasle
Tilde Thorvald;Bjørgum
Hannah Ryan;Eidissen
Sofie Nicklas;Bøen
Hermine Kristoffer;Øksnes
Chloe Tommy;Skorpen
Ann Åsmund;Sanne
Gina Mikkel;Håheim
Bertine Martin;Bergerud
Agathe Amadeus;Rosenberg
Sanna Bilal;Irgens
Luna Knut;Wolden
Diana Frank;Sjølie
Linn Christian;Schau
Hennie Zander;Eek
Maja Jacob;Dalheim
Aminda Eldar;Rydningen
Johanna Kent;Øygard
Emmelin Albin;Østebø
Daniella Troy;Valstad
Nadia Joakim;Stave
Anastasia Pelle;Opsal
Helene Alexander;Nordeng
Matilde Even;Holmberg
Alisha Tinius;Holmedal
Hamdi Yousef;Heldal
Naomi Kasper;Carlsson
Edith Said;Frøland
Hanna Bernard;Elmi
Signe Eric;Bergene
Klaudia Brage;Molvik
Ela Atle;Amin
Fiona Patrik;Wiggen
Beatrice Anton;Taule
Jasmin Matthew;Juul
Else Sebastian;Gullaksen
Margrete Magne;Brox
Zofia Dennis;Aspen
Lovise Marcel;Stabell
Lykke Jone;Kjølstad
Adna Tallak;Hunstad
Greta Armin;Brakstad
Carina Sakarias;Aarhus
Milena Julian;Tysse
Tina Shawn;Tveten
Ea Benjamin;Hovind
Tilda Alex;Berisha
Joanna Øyvind;Kvarme
Mona Theodore;Skjønhaug
Stella Sigve;Krog
Eira Jonas;Baardsen
Elin Szymon;Solvik
Alice Jonathan;Rødal
Abigail Marvin;Lægreid
Khadija Gjermund;Kjørsvik
Aline Artur;Thu
Eliza Taha;Moan
Renate Gabriel;Leite
Åsne Neo;Garberg
Kristina Wilhelm;Raaen
Angelica Eivind;Egeberg
Karen Michal;Høyem
Lucy Kenan;Ho
Gabriele Jarand;Aure
Sofija Halvard;Skeide
Evelina Harun;Hegland
Vega Aron;Vestad
Martina Andre;Hjortland
Weronika Sam;Christophersen
Lilje Leander;Mjøen
Tirill Gustav;Warsame
Angelika Joar;Løvli
Isa Alvar;Haugseth
Sigrun Samir;Grini
Maren Abdi;Fossdal
Dorthea Hugo;Borlaug
Cassandra Carlos;Reite
Eir Leonardo;Lunder
Alicia Thorbjørn;Hareide
Amalie Sofus;Grude
Sundus Charlie;Bjørgan
Petra Matas;Poulsen
Astrid Vinjar;Kjøsnes
Heidi Karsten;Hopen
Tia Jon;Helleland
Marte Nicolas;Kvinge
Mia Nikolai;Caspersen
Patrycja Alan;Aleksandersen
Mali Muhammad;Hynne
Elizabeth Sturla;Ekren
Lilly Sander;Theodorsen
Leana Laurits;Storesund
Lana Hussein;Herstad
Luca Edin;Granås
Karianne Johannes;Garnes
Matilda Tormod;Braut
Seline Joshua;Turøy
Trine Nathaniel;Schultz
Annie Johan;Ottersen
Amelija Pål;Ribe
Alba David;Børve
Cathrine Olai;Adan
Eva Niclas;Østhus
Inger Elliot;Nybakk
Noor Milo;Angelsen
Milja Tom;Ugland
Ellinor Lyder;Rolfsen
Emeli Morgan;Skogmo
Kathrine Arman;Årdal
Sannah Silas;Wilberg
Magdalena Rune;Tafjord
Lotte Truls;Fjelldal
Adelina Solan;Tomren
Adriana Jasper;Slettebø
Celina Zakaria;Asheim
Aleksandra Paul;Nydal
Lara Hjalmar;Lygre
Helmine Patryk;Vagle
Kaia Jo;Kielland
Julianne Maximillian;Hartvigsen
Irene Malik;Vangsnes
Linde Geir;Tonning
Marion Jan;Sømme
Aurora Bjørn;Minde
Eileen Aslak;Lofthus
Iselin Kristian;Venås
Gunhild Arvid;Urke
Eliana Ken;Stornes
Othelia Gustas;Sandbakken
Melinda Justin;Holvik
Ella Milan;Hellevik
Nelia Mohamad;Eklund
Cornelia Oliver;Winge
Ayla Jostein;Solbakk
Ine Louis;Sjåstad
Marlene Olivier;Remøy
Sarah Kornelius;Hammersland
Aria Kåre;Austrheim
Yara Steven;Torjussen
Maida Ludvig;Skogly
Natalie Ilyas;Skage
Jennie Piotr;Rødseth
Guro Eirik;Botnen
Siri Vemund;Moss
Christiane Georg;Leine
Karine Yasir;Kleveland
Tyra Mohammed;Halseth
Christina Allan;Ekeland
Sienna Felix;Bolme
Margit Helge;Svenningsen
Hedvig Bo;Os
Madelene Abdullahi;Myhrer
Amanda Malvin;Heide
Aisha Antoni;Sola
Noelle Eren;Eikemo
Mariell Viljar;Eike
Eline Abel;Nordeide
Natalia Krystian;Kruse
Simone Leif;Flo
Serine Scott;Espe
Henny Daniel;Erland
Amira Youssef;Bunes
Adelen Jarle;Bui
Eli Tarjei;Truong
Kajsa Emilio;Støen
Lillie Maximilian;Fauskanger
Amy Asbjørn;Syrstad
Karoline Mons;Ottosen
Ines Antonio;Erikstad
Veronika Bjørnar;Adam
Ingvild Tomas;Williams
Ida Elliott;Torvund
Lise Syed;Engeset
Elli Haakon;Haugom
Isabella Kevin;Aanes
Urte Steinar;Onarheim
Betina Elling;Lee
Maya Arne;Haugnes
Marthine Nicolay;Bjerga
Monika Eskild;Sjøli
Natasha Richard;Molnes
Marit Nikolay;Hausken
Sabrina Conrad;Busch
Marta Dawid;Axelsen
Muna Khalid;Alfredsen
Tine Yasin;Vågenes
Rebecka Mahdi;Varhaug
Ariane Henrik;Trones
Ada Viktor;Kvalsund
Melisa Tore;Nese
Lily Robert;Igland
Ulla Casper;Espeseth
Elly Mika;Dang
Aina Bernhard;Misje
Emina Kjell;Kryger
Emine Falk;Holsen
Vanja Aksel;Flem
Nellie Luis;Tømmerås
Kristiane Diego;Torstensen
Lærke Jokubas;Stein
Anisa Marcus;Smeby
Maud Tristan;Kåsa
Valentina Audun;Heyerdahl
Paulina Amandus;Skjerven
Fanny Adam;Røvik
Maryam Sverre;Lundgren
Anine Olve;Hoang
Runa Endre;Strømstad
Nathalie Wojciech;Skjelstad
Elle Victor;Mauseth
Kine Lionel;Langhelle
Annika Ailo;Landmark
Anniken Nichlas;Indrebø
Elma Erling;Gramstad
Tiril Erlend;Mæhle
Johanne Tony;Helgerud
Tale Askil;Anda
Leonora Øystein;Aasebø
Ingrid Mohammad;Zakariassen
Camilla Mattis;Værnes
Ingeborg Dovydas;Isachsen
Benedicte Edgar;Hystad
Regine Morten;Granerud
Isra Adnan;Berdal
Freja Peter;Alfsen
Iqra Domas;Stordal
Synnøve Melvin;Nordmo
Mikaela Niklas;Jones
Kaya Jørgen;Gram
Helena Thomas;Brandtzæg
Frøya Lasse;Vea
Lerke Mathis;Linde
Tomine Herman;Engebakken
Nela Natan;Lervåg
Jana Linus;Klemetsen
Ellie Bendik;Bashir
Katja Eliah;Aarø
Lea Mio;Vestbø
Elisa Leo;Rolstad
Adela Caspian;Nyvoll
Amina Arin;Gill
June Olav;Fiske
Fatima Olander;Sagstad
Astri Johann;Røssland
Tilja Alf;Dahlstrøm
Erika Fabian;Bibi
Jennifer Odin;Tunheim
Kornelia Brian;Storøy
Veslemøy Yahya;Klepp
Anneli Ask;Sørhaug
Emmy Mikail;Nordhaug
Emilia Ahmad;Lysaker
Molly Timian;Kjerstad
Mathilda Ravn;Kalvik
Linnea Nicolai;Jessen
Ariel Emilian;Hjørnevik
Erle Matteus;Aanestad
Lia Torben;Vabø
Angelina Odd;Stigen
Katrina Kaspian;Hatlestad
Amelia Anas;Stølan
Dorthe Dominic;Stava
Emmeli Levi;Prytz
Selina Kenneth;Myhra
Eirin Mateo;Hatlen
Ava Preben;Ege
Sina Edwin;Bjørkhaug
Ronja Bartosz;Aslam
Madeleine Mikal;Gustad
Lydia Younes;Engstrøm
Linea Teodor;Blakstad
Carla Tobias;Røsand
Dania Stian;Rinde
Lone Håkon;Nyhagen
Mille Vegar;Malmo
Iman Matteo;Skei
Emmeline Eik;Michalsen
Enya Henning;Jespersen
Irmelin Rasmus;Haakonsen
Ariana Yosef;Sjøvold
Sine Tord;Olsvik
Frida Tian;Molland
Vårin Ole;Løyning
Marthe Ulrik;Vårdal
Aimee Dan;Sønsteby
Therese Selmer;Hegg
Gabriela Abdirahman;Nordtveit
Ayesha Sune;Myrhaug
Jasmine Kjetil;Bryhn
Kamile Hermann;Rosnes
Maia Birk;Rognlien
Stine Lars;Norland
Yusra Espen;Kilen
Kamilla Emre;Gudmestad
Milana Samson;Dimmen
Sunniva Aleksander;Storebø
Mina Elijah;Sem
Emma Hallvard;Schøyen
Wilma Sven;Sakshaug
Siril Peder;Fiksdal
Oda Sean;Østlie
Carmen Markas;Myking
Julia Josef;Lundemo
Pernille Amar;Brown
Lucia Imran;Ausland
Nelly Mohamed;Nordskog
Mira Ragnar;Kråkenes
Bettina Tage;Steiro
Olea John;Sandanger
Susanna Elian;Nordlie
Evelyn Emrik;Magnusson
Susanne Mahamed;Harestad
Fredrikke Jimmy;Ashraf
Elvira Darin;Yndestad
Leah Salman;Vigre
Elif Gunnar;Husa
Karin Iver;Grønlund
Caroline Liam;Dalby
Zuzanna Emilis;Reinholdtsen
Ruth Bror;Viste
Maria Dag;Liu
Lena Ingmar;Fossli
Jenny Max;Follestad
Sonia Ivan;Enersen
Iben Arvin;Bjørgen
Tindra Arthur;Ulseth
Nicole Håvard;Røberg
Alea Mustafa;Rui
Olava Sindre;Mehus
Idun Vilmer;Bue
Amine Oscar;Bjerkestrand
Zara Theodor;Zahl
Line Hubert;Vestvik
Selena Mario;Sandaker
Emily Sigurd;Rud
Aya Theo;Madland
Amalia Noah;Goa
Aila Rolf;Flatebø
Marielle Arian;Sjo
Ana Abdul;Sigurdsen
Alida Eskil;Samdal
Melina Chris;Mellingen
Edda Tor;Hagelund
Elea Didrik;Elverum
Frøydis Isak;Tangstad
Liv Brynjar;Rognerud
Elena Mikolaj;Ersland
Maiken Damian;Ditlefsen
Elida Ørjan;Brunstad
Sonja Severin;Pollestad
Malak Jonatan;Nysæter
Louise Olaf;Norberg
Jessica Kajus;Bjerk
Sahar Jamie;Sølvberg
Freyja Albert;Sletta
Iris Emmett;Silseth
Katharina Otto;Mykland
Marie Karol;Kloster
Sanne Mikael;Daae
Liepa Iben;Aulie
Rikke Henry;Velde
Anette Amund;Tveitan
Thea Fillip;Thomas
Bianca Omar;Stange
Wiktoria Ayman;Koch
Mila Joachim;Holum
Villemo Jaran;Hennum
Malena Isac;Hartmann
Vilma Martinius;Torbjørnsen
Kari Arn;Marøy
Helin Axel;Løkås
Martha Torjus;Kvaal
Alva Hassan;Kalstad
Tora Wilmer;Dyb
Alma Cornelius;Anwar
Victoria Andreas;Risvik
Karolina Sivert;Landsem
Millie Aaron;Halstensen
Solveig Leonard;Borch
Ragna Torbjørn;Myre
Siham Vidar;Knapstad
Vilde Svein;Hofseth
Celin Arnas;Engedal
Una Runar;Birkenes
Melissa Nojus;Utheim
Nila Leon;Sørnes
Sabrin Anthony;Oma
Lotta Trygve;Kvernmo
Leni Martinus;Grøtte
Milla Christopher;Elde
Nanna Leonel;Dirdal
Lisa Isaac;Soleng
Vilje Patrick;Skogseth
Cindy Emir;Saga
Agnethe Eilif;Nævdal
Anna Oskar;Lysø
Hanne Emmanuel;Bævre
Hailey Lucas;Karlsrud
Paula Ola;Ims
May Agnar;Arnøy
Eleah Teo;Sødal
Viola Ruben;Strømberg
Sandra Mats;Seglem
Isabell Arham;Karim
Henriette Torgeir;Juvik
Ugne Matias;Do
Idunn Edvald;Tjøstheim
Eiril Sølve;Slåen
Synne Musab;Skogland
Juni Sondre;Fiskerstrand
Vilja Dominik;Bjørseth
Inaya Vetle;Vassbotn
Zahra Kacper;Marken
Othelie Dominykas;Kvalvåg
Mari Emil;Jordet
Medina Petter;Havn
Karla Ådne;Rugland
Janne Adrian;Raja
Daniela Samuel;Mellem
Kamila Fredrik;Kronstad
Serina Rafael;Høgseth
Olivia Nickolai;Hægeland
Tonje Steffen;Flatland
Martine Maksymilian;Bøhler
Madelen Michael;Bjørnevik
Ester Abdullah;Sommerstad
Live Yusuf;Østvik
Dina Jesper;Østberg
Savannah Mateusz;Tomter
Juliane Torstein;Sandø
Kaisa Milian;Nesbø
Margrethe Emin;Mahamud
Selma Marco;Friberg
Sumaya Ian;Winsnes
Kristin Franciszek;Thøgersen
Inga Thor;Heia
Åse Ferdinand;Hammervold
Vivian Igor;Eknes
Marianne Alvin;Sandum
Katrine Lauritz;Myrstad
Sol Dani;Åsland
Rachel Snorre;Wallin
Michelle Joseph;Ramsvik
Silja Stein;Mohn
Kjersti Jens;Lura
Anny Brede;Jønsson
Esther Emanuel;Haarr
Andrine Jayden;Engevik
Amna Bruno;Engdal
Marwa Remi;Arneberg
Lene Frederik;Paulsrud
Amal Hauk;Heggheim
Oline Edvin;Frigstad
Bella Ludvik;Flø
Tea Christoffer;Tallaksen
Leja Marius;Svela
Ailin Jeppe;Salamonsen
Othilie Helmer;Reppe
Kaja Tim;Rein
Gabriella Aram;Olavesen
Klara Christer;Muri
Tuva Jakub;Lassen
Sofia Kian;Krane
Mathea Rayan;Hagenes
Hafsa Harald;Asphaug
Julie Chrisander;Thorsrud
Elina Hamza;Ranheim
Lycke Sjur;Hall
Rakel Noa;Fischer
Adine Magnus;Walderhaug
Adele Arijus;Tveita
Alisa Varg;Stray
Isabelle Muhammed;Reppen
Siren Maciej;Nur
Erica Erik;Moldestad
Amelie Joel;Kallestad
Asta Markus;Høgset
Eirill William;Halse
Adina Aryan;Formo
Ane Phillip;Ferkingstad
Yasmin Tarik;Aaberg
Miriam Wiktor;Skorstad
Kristine Kim;Sirevåg
Anita Nathan;Refvik
Anea Amir;Lossius
Zoe Per;Lium
Karina Aiden;Haugsdal
Rebecca Ibrahim;Claussen
Hilde Edvard;Vigdal
Katarina Benas;Kyllingstad
Josefine August;Kvande
Bushra Lavrans;Klokk
Leona Kristupas;Killi
Alette Sigmund;Hebnes
Emmi Imre;Lende
Alvilde Elias;Klæboe
Stina Are;Hegstad
Kira Stefan;Digernes
Elise Matheo;Berggren
Norah Denis;Svingen
Liana Jack;Risdal
Thelma Ayaan;Leithe
Benedikte Amin;Heien
Mary Ridwan;Haugvaldstad
Cecilie Carsten;Garvik
Freya Matheus;Trøan
Annabell Gard;Strømnes
Nina Trym;Mittet
Edel Isa;Jentoft
Ragnhild Konrad;Chaudhry
Laura Luca;Westrum
Sigrid Bastian;Sverdrup
Gabija Simon;Rokstad
Dominika Vebjørn;Magnus
Josephine Oliwier;Flaa
Emilija Nils;Veum
Hedda Evan;Slinning
Zainab Nicholas;Aden
Hanan Filip;Woll
Ingebjørg Walter;Vika
Mie Edward;Ramsland
Agnes Ahmed;Kårstad
Celine Torje;Klette
Clara Ayub;Høiseth
Emilie Julius;Bergman
Malene Syver;Aagaard
Sara Carl;Øvretveit
Thale Storm;Tømte
Marina Nataniel;Teien
Åsta Trond;Langøy
Emelie Millian;Karimi
Eivor Jøran;Lilleng
Alexandra Kai;Kolltveit
Anne Lukas;Klaussen
Hana Alfred;Berstad
Nora Anders;Torheim
Laiba Hans;Sævareid
Sophie Terje;Grønstad
Tilje Dexter;Espenes
Fride Ali;Alfheim
Elvine Tymon;Aarskog
Mariel James;Vie
Augusta Nikolas;Frøyen
Elsa Heine;Forseth
Tara Luka;Folgerø
Nova Finn;Ebbesen
Ylva Vegard;Wærnes
Thilde Philip;Skjetne
Nikola Simen;Grøtting
Celia Ben;Betten
Nikoline Gaute;Austbø
Lilli Viggo;Arnestad
Saga Jonah;Aker
Kayla Jakob;Hildre
Cecilia Johnny;Helberg
Vida Ivo;Buvik
Christine Karl;Anthonsen
Tone Colin;Aamot
Sophia Mads;Aakvik
Salma Loke;Ådland
Filippa Kamil;Wien
Nicoline Robin;Støylen
Tilla Einar;Langåker
Vår Vincent;Dyrstad
Aida Balder;With
Linda Nikodem;Svardal
Mathilde Mattias;Storm
Vera Ismail;Mannes
Charlotte Vilhelm;Hindenes
Emely Aune;Bjørkedal
Moa Danial;Tande
Angela Noel;Svindland
Martyna Maxim;Sture
Luka Mathias;Sperre
Samantha Ivar;Nystrøm
Annabelle Nico;Haddeland
Anja Halvor;Guddal
Selin Thorvald;Bøyum
Lilja Ryan;Barth
Veronica Nicklas;Vike
Liliana Kristoffer;Røyset
Ingelin Tommy;Lam
Teja Åsmund;Grønnevik
Mariam Mikkel;Forbord
Henrikke Martin;Dalene
Rania Amadeus;Bakk
Ebba Bilal;Afzal
Annabel Knut;Utsi
Rebekka Frank;Tornes
Ema Christian;Furre
Marita Zander;Eckhoff
Halima Jacob;Langø
Helen Eldar;Kidane
Lillian Kent;Hoffmann
Pia Albin;Glesnes
Katinka Troy;Angeltveit
Pauline Joakim;Soldal
Samira Pelle;Sangolt
Ina Alexander;Reed
Embla Even;Rahimi
Safa Tinius;Langli
Helle Yousef;Grønseth
Najma Kasper;Bjørlo
Laila Said;Augestad
Otilie Bernard;Walstad
Aylin Eric;Molstad
Tilia Brage;Misund
Andrea Atle;Knoph
Alina Patrik;Høyer
Vanessa Anton;Høines
Livia Matthew;Finseth
Åshild Sebastian;Drage
Ellen Magne;Anfinsen
Silje Dennis;Vatn
Elisabeth Marcel;Skjærvik
Alise Jone;Schjetne
Felicia Tallak;Lillestøl
Nawal Armin;Kvilhaug
Arya Sakarias;Kolstø
Lina Julian;Istad
Ulrikke Shawn;Hosseini
Randi Benjamin;Hellebust
Louisa Alex;Gjendem
Rose Øyvind;Brøndbo
Liva Theodore;Bjørkås
Malin Sigve;Mogstad
Gabrielle Jonas;Kongshaug
Oliwia Szymon;Hoddevik
Isabel Jonathan;Forsmo
Alicja Marvin;Folkvord
Viktoria Gjermund;Eggum
Tilde Artur;Torbergsen
Hannah Taha;Støa
Sofie Gabriel;Saeed
Hermine Neo;Oen
Chloe Wilhelm;Nymark
Ann Eivind;Nybråten
Gina Michal;Kile
Bertine Kenan;Haukaas
Agathe Jarand;Hatland
Sanna Halvard;Graff
Luna Harun;Bergem
Diana Aron;Astrup
Linn Andre;Velle
Hennie Sam;Tøllefsen
Maja Leander;Thompson
Aminda Gustav;Saur
Johanna Joar;Nornes
Emmelin Alvar;Malm
Daniella Samir;Hesjedal
Nadia Abdi;Hamnes
Anastasia Hugo;Fiskvik
Helene Carlos;Bjerkeli
Matilde Leonardo;Aaland
Alisha Thorbjørn;Selmer
Hamdi Sofus;Otterstad
Naomi Charlie;Løvland
Edith Matas;Kolsrud
Hanna Vinjar;Eikås
Signe Karsten;Dyrdal
Klaudia Jon;Børseth
Ela Nicolas;Voldsund
Fiona Nikolai;Tjemsland
Beatrice Alan;Sigvartsen
Jasmin Muhammad;Opland
Else Sturla;Fjermestad
Margrete Sander;Almli
Zofia Laurits;Østmo
Lovise Hussein;Ryland
Lykke Edin;Olden
Adna Johannes;Liseth
Greta Tormod;Hval
Carina Joshua;Hanstad
Milena Nathaniel;Dyngeland
Tina Johan;Bjørndalen
Ea Pål;Baltzersen
Tilda David;Nyrud
Joanna Olai;Martin
Mona Niclas;Løver
Stella Elliot;Grongstad
Eira Milo;Engeseth
Elin Tom;Sheikh
Alice Lyder;Ravn
Abigail Morgan;Nøkleby
Khadija Arman;Moldskred
Aline Silas;Kjellevold
Eliza Rune;Jevne
Renate Truls;Holmefjord
Åsne Solan;Furunes
Kristina Jasper;Bækken
Angelica Zakaria;Bostad
Karen Paul;Shala
Lucy Hjalmar;Saltnes
Gabriele Patryk;Naustdal
Sofija Jo;Engum
Evelina Maximillian;Ekrem
Vega Malik;Bjørn
Martina Geir;Vedal
Weronika Jan;Torset
Lilje Bjørn;Singstad
Tirill Aslak;Roth
Angelika Kristian;Lyngvær
Isa Arvid;Bjerkelund
Sigrun Ken;Tvete
Maren Gustas;Tekle
Dorthea Justin;Midtgård
Cassandra Milan;Melheim
Eir Mohamad;Langlo
Alicia Oliver;Kinn
Amalie Jostein;Gjelstad
Sundus Louis;Egeli
Petra Olivier;Dahir
Astrid Kornelius;Stendal
Heidi Kåre;Sagmo
Tia Steven;Møgster
Marte Ludvig;Lilleby
Mia Ilyas;Kiil
Patrycja Piotr;Kavli
Mali Eirik;Bergset
Elizabeth Vemund;Vistnes
Lilly Georg;Stavik
Leana Yasir;Roos
Lana Mohammed;Monstad
Luca Allan;Habbestad
Karianne Felix;Ekerhovd
Matilda Helge;Blomberg
Seline Bo;Abdulle
Trine Abdullahi;Aarsland
Annie Malvin;Thommesen
Amelija Antoni;Ryan
Alba Eren;Moum
Cathrine Viljar;Laugen
Eva Abel;Hille
Inger Krystian;Hessen
Noor Leif;Gjessing
Milja Scott;Feragen
Ellinor Daniel;Espelid
Emeli Youssef;Brønstad
Kathrine Jarle;Østerås
Sannah Tarjei;Østerbø
Magdalena Emilio;Wennberg
Lotte Maximilian;Nodland
Adelina Asbjørn;Lyssand
Adriana Mons;Hotvedt
Celina Antonio;Frydenberg
Aleksandra Bjørnar;Bragstad
Lara Tomas;Bjørheim
Helmine Elliott;Aksdal
Kaia Syed;Sørhus
Julianne Haakon;Skullerud
Irene Kevin;Schou
Linde Steinar;Nysveen
Marion Elling;Mentzoni
Aurora Arne;Elvebakk
Eileen Nicolay;Øglænd
Iselin Eskild;Prestegård
Gunhild Richard;Omholt
Eliana Nikolay;Lyse
Othelia Conrad;Gilberg
Melinda Dawid;Duong
Ella Khalid;Brynjulfsen
Nelia Yasin;Braseth
Cornelia Mahdi;Bhatti
Ayla Henrik;Ødegården
Ine Viktor;Skjørestad
Marlene Tore;Rosenvinge
Sarah Robert;Minge
Aria Casper;Mellum
Yara Mika;Lydersen
Maida Bernhard;Heggøy
Natalie Kjell;Haraldseid
Jennie Falk;Boye
Guro Aksel;Valvik
Siri Luis;Stensvold
Christiane Diego;Safi
Karine Jokubas;Palm
Tyra Marcus;Mostad
Christina Tristan;Leistad
Sienna Audun;Kumar
Margit Amandus;Huus
Hedvig Adam;Haarberg
Madelene Sverre;Forland
Amanda Olve;Dagestad
Aisha Endre;Bakker
Noelle Wojciech;Tønder
Mariell Victor;Soma
Eline Lionel;Røine
Natalia Ailo;Rødsjø
Simone Nichlas;Langmo
Serine Erling;Hjelvik
Henny Erlend;Fylkesnes
Amira Tony;Berhe
Adelen Askil;Aspenes
Eli Øystein;Alvheim
Kajsa Mohammad;Ulven
Lillie Mattis;Søfteland
Amy Dovydas;Langvik
Karoline Edgar;Kvernberg
Ines Morten;Kalleberg
Veronika Adnan;Gunnerud
Ingvild Peter;Fjellanger
Ida Domas;Fagernes
Lise Melvin;Sirnes
Elli Niklas;Saue
Isabella Jørgen;Rønnestad
Urte Thomas;Raastad
Betina Lasse;Hveding
Maya Mathis;Hurlen
Marthine Herman;Horvei
Monika Natan;Flatås
Natasha Linus;Bruvoll
Marit Bendik;Vogt
Sabrina Eliah;Stav
Marta Mio;Leonhardsen
Muna Leo;Kolås
Tine Caspian;Aunan
Rebecka Arin;Askim
Ariane Olav;Vallestad
Ada Olander;Trønnes
